"";"Protein";"Label";"log2FC";"SE";"DF";"pvalue";"adj.pvalue";"issue";"GeneName";"ProName"
"1568";"F8SLQ1_MOUSE|F8SLQ1";"WtBvsALL";5,33016093729074;0,405461775559436;14,2763805721369;2,26789825111044e-09;2,35972726005111e-08;NA;"Pex5l";"PEX5-related protein (Peroxisomal biogenesis factor 5-like protein transcript variant 6) (Peroxisomal biogenesis factor 5-like protein transcript variant 7) (Peroxisomal biogenesis factor 5-like protein transcript variant 8)"
"1569";"F8VPK8_MOUSE|F8VPK8";"WtBvsALL";2,29921572561539;0,210255012839536;14,2763805721369;2,5110943551487e-08;1,35775218692844e-07;NA;"Pcdh9";"Protocadherin 9"
"1570";"F8VPN4_MOUSE|F8VPN4";"WtBvsALL";-1,71082337109896;0,187264840927752;14,2763805721369;2,41668815871154e-07;8,18649091313203e-07;NA;"Agl";"Glycogen debrancher (EC 2.4.1.25) (EC 3.2.1.33) (Glycogen debranching enzyme)"
"1571";"F8VPP8_MOUSE|F8VPP8";"WtBvsALL";-0,76651924745575;0,261269982227415;14,2763805721369;0,0107062931568955;0,0122577901850324;NA;"Zc3h7b";"Zinc finger CCCH type-containing 7B"
"1572";"F8VPZ3_MOUSE|F8VPZ3";"WtBvsALL";0,82649823909052;0,177388662709106;14,2763805721369;0,000350397992124776;0,000470948817373725;NA;"Usp32";"Ubiquitinyl hydrolase 1 (EC 3.4.19.12)"
"1573";"F8VQ05_MOUSE|F8VQ05";"WtBvsALL";-0,930571000696715;0,17940981787073;14,2763805721369;0,000129470232818103;0,000187623054565225;NA;"Fryl";"FRY-like transcription coactivator"
"1574";"F8VQ40_MOUSE|F8VQ40";"WtBvsALL";-2,91944451915849;0,673005790590916;14,2763805721369;0,000652773712929884;0,000842972754159201;NA;"Lama1";"Laminin subunit alpha-1 (Laminin A chain) (Laminin-1 subunit alpha) (Laminin-3 subunit alpha) (S-laminin subunit alpha) (S-LAM alpha)"
"1575";"F8VQC7_MOUSE|F8VQC7";"WtBvsALL";5,41675044566639;0,505084215314849;14,2763805721369;3,22335102583795e-08;1,62541229132443e-07;NA;"Ktn1";"Kinectin"
"1576";"F8VQJ3_MOUSE|F8VQJ3";"WtBvsALL";-3,71586474571246;0,465718965532574;14,2763805721369;1,23995484949472e-06;3,27224599285743e-06;NA;"Lamc1";"Laminin subunit gamma-1"
"1577";"F8VQL9_MOUSE|F8VQL9";"WtBvsALL";2,61091597369366;0,456253060318375;13,2763805721369;6,47505001386702e-05;0,000100045716582312;NA;"Ncor2";"Nuclear receptor corepressor 2"
"1578";"F8WGT1_MOUSE|F8WGT1";"WtBvsALL";-0,904910072541832;0,274823667658313;14,2763805721369;0,00521946067799562;0,00613883863375906;NA;"Ahcyl2";"Putative adenosylhomocysteinase 3"
"1579";"F8WHB1_MOUSE|F8WHB1";"WtBvsALL";-0,904689479769793;0,274131300959343;14,2763805721369;0,0051413658119568;0,00605370843003125;NA;"Atp2b2";"Calcium-transporting ATPase (EC 7.2.2.10)"
"1580";"F8WI56_MOUSE|F8WI56";"WtBvsALL";-0,783536812901016;0,258942935218361;14,2763805721369;0,00890851359205558;0,0102595104473469;NA;"Dip2a";"Disco-interacting protein 2 homolog A"
"1581";"F8WIG2_MOUSE|F8WIG2";"WtBvsALL";6,17335091214196;0,562511794819688;12,2763805721369;1,04846630531925e-07;4,14176751666486e-07;NA;"Begain";"Brain-enriched guanylate kinase-associated protein"
"1582";"F8WIJ5_MOUSE|F8WIJ5";"WtBvsALL";2,0609913711176;0,292583398119545;14,2763805721369;5,23134215389205e-06;1,10536000328085e-05;NA;"Ddhd1";"Phospholipase DDHD1"
"1583";"F91A1_MOUSE|Q3UVG3";"WtBvsALL";0,544768111401243;0,172604799576301;14,2763805721369;0,00686379859413109;0,00799153483911647;NA;"Fam91a1";"Protein FAM91A1"
"1584";"FA49A_MOUSE|Q8BHZ0";"WtBvsALL";-1,45836596043775;0,22302094996725;14,2763805721369;1,19443921880984e-05;2,25670506695301e-05;NA;"Cyria";"CYFIP-related Rac1 interactor A"
"1585";"FA49B_MOUSE|Q921M7";"WtBvsALL";-1,47437914223027;0,255135978722957;14,2763805721369;4,42282647583607e-05;7,1325962310789e-05;NA;"Cyrib";"CYFIP-related Rac1 interactor B (Protein FAM49B)"
"1586";"FA92B_MOUSE|Q3V2J0";"WtBvsALL";-2,03145768390368;0,410275029625025;14,2763805721369;0,000201022225800392;0,000281453242947825;NA;"Cibar2";"CBY1-interacting BAR domain-containing protein 2 (Protein FAM92B)"
"1587";"FA98B_MOUSE|Q80VD1";"WtBvsALL";-1,63750808608262;0,229568026896179;14,2763805721369;4,53987849726427e-06;9,82096164714311e-06;NA;"Fam98b";"Protein FAM98B"
"1588";"FAAA_MOUSE|P35505";"WtBvsALL";-2,1821644633389;0,236881905730472;14,2763805721369;2,18145957828153e-07;7,53683810251696e-07;NA;"Fah";"Fumarylacetoacetase (FAA) (EC 3.7.1.2) (Beta-diketonase) (Fumarylacetoacetate hydrolase)"
"1589";"FAAH1_MOUSE|O08914";"WtBvsALL";-1,89866130614062;0,144291992263865;14,2763805721369;2,23936469112405e-09;2,35686071743031e-08;NA;"Faah";"Fatty-acid amide hydrolase 1 (EC 3.5.1.99) (Anandamide amidohydrolase 1) (Fatty acid ester hydrolase) (EC 3.1.1.-) (Oleamide hydrolase 1)"
"1590";"FABD_MOUSE|Q8R3F5";"WtBvsALL";-1,86261175251625;0,17801714207182;14,2763805721369;4,41624802650483e-08;2,08247172927308e-07;NA;"Mcat";"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial (MCT) (EC 2.3.1.39) (Mitochondrial malonyltransferase) ([Acyl-carrier-protein] malonyltransferase)"
"1591";"FABP5_MOUSE|Q05816";"WtBvsALL";-2,01532290256794;0,289752286824553;14,2763805721369;6,03353538395105e-06;1,25045328038871e-05;NA;"Fabp5";"Fatty acid-binding protein 5 (Epidermal-type fatty acid-binding protein) (E-FABP) (Fatty acid-binding protein, epidermal) (Keratinocyte lipid-binding protein) (Psoriasis-associated fatty acid-binding protein homolog) (PA-FABP)"
"1592";"FABP7_MOUSE|P51880";"WtBvsALL";-2,45748584418231;0,321268107914689;14,2763805721369;2,03352958988956e-06;4,95764185594542e-06;NA;"Fabp7";"Fatty acid-binding protein, brain (Brain lipid-binding protein) (BLBP) (Brain-type fatty acid-binding protein) (B-FABP) (Fatty acid-binding protein 7)"
"1593";"FABPH_MOUSE|P11404";"WtBvsALL";-2,71508644939342;0,55982176968778;14,2763805721369;0,000243556055333373;0,000336285809914844;NA;"Fabp3";"Fatty acid-binding protein, heart (Fatty acid-binding protein 3) (Heart-type fatty acid-binding protein) (H-FABP) (Mammary-derived growth inhibitor) (MDGI)"
"1594";"FACE1_MOUSE|Q80W54";"WtBvsALL";-2,38923014099931;0,212494478380942;14,2763805721369;1,75507881618268e-08;1,0311594707549e-07;NA;"Zmpste24";"CAAX prenyl protease 1 homolog (EC 3.4.24.84) (Farnesylated proteins-converting enzyme 1) (FACE-1) (Prenyl protein-specific endoprotease 1) (Zinc metalloproteinase Ste24 homolog)"
"1595";"FACR1_MOUSE|Q922J9";"WtBvsALL";-1,71002512797059;0,245718683793763;14,2763805721369;5,99523111284658e-06;1,24403490628725e-05;NA;"Far1";"Fatty acyl-CoA reductase 1 (EC 1.2.1.84)"
"1596";"FAD1_MOUSE|Q8R123";"WtBvsALL";-1,4976449294569;0,295756821816615;14,2763805721369;0,000162813496789883;0,000231330653914249;NA;"Flad1";"FAD synthase (EC 2.7.7.2) (FAD pyrophosphorylase) (FMN adenylyltransferase) (Flavin adenine dinucleotide synthase) [Includes: Molybdenum cofactor biosynthesis protein-like region; FAD synthase region]"
"1597";"FAF1_MOUSE|P54731";"WtBvsALL";-0,892141565180318;0,152636204472547;14,2763805721369;3,93463286033118e-05;6,44125225011745e-05;NA;"Faf1";"FAS-associated factor 1"
"1598";"FAF2_MOUSE|Q3TDN2";"WtBvsALL";-1,69537690655002;0,283817354927624;14,2763805721369;3,13923276552598e-05;5,28094722014922e-05;NA;"Faf2";"FAS-associated factor 2 (UBX domain-containing protein 8)"
"1599";"FAHD1_MOUSE|Q8R0F8";"WtBvsALL";-2,12067810809402;0,251270225379472;14,2763805721369;6,34413210061382e-07;1,82676537226503e-06;NA;"Fahd1";"Acylpyruvase FAHD1, mitochondrial (EC 3.7.1.5) (Fumarylacetoacetate hydrolase domain-containing protein 1) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.112)"
"1600";"FAHD2_MOUSE|Q3TC72";"WtBvsALL";-1,88258859395171;0,308254434750274;14,2763805721369;2,48794806940866e-05;4,31153943363462e-05;NA;"Fahd2";"Fumarylacetoacetate hydrolase domain-containing protein 2A (EC 3.-.-.-)"
"1601";"FAK1_MOUSE|P34152";"WtBvsALL";-0,446531856701502;0,136024499533908;14,2763805721369;0,00532486321333669;0,00625846708927167;NA;"Ptk2";"Focal adhesion kinase 1 (FADK 1) (EC 2.7.10.2) (Focal adhesion kinase-related nonkinase) (FRNK) (Protein-tyrosine kinase 2) (p125FAK) (pp125FAK)"
"1602";"FAK2_MOUSE|Q9QVP9";"WtBvsALL";-0,119958763325935;0,152454899885592;14,2763805721369;0,444237567749915;0,458474796087539;NA;"Ptk2b";"Protein-tyrosine kinase 2-beta (EC 2.7.10.2) (Calcium-dependent tyrosine kinase) (CADTK) (Calcium-regulated non-receptor proline-rich tyrosine kinase) (Cell adhesion kinase beta) (CAK-beta) (CAKB) (Focal adhesion kinase 2) (FADK 2) (Proline-rich tyrosine kinase 2) (Related adhesion focal tyrosine kinase) (RAFTK)"
"1603";"FARP1_MOUSE|F8VPU2";"WtBvsALL";-0,985638529600353;0,256448248631676;14,2763805721369;0,00173250731536972;0,00213489881826135;NA;"Farp1";"FERM, ARHGEF and pleckstrin domain-containing protein 1 (FERM, RhoGEF and pleckstrin domain-containing protein 1)"
"1604";"FAS_MOUSE|P19096";"WtBvsALL";-1,89584482013802;0,205848162245421;14,2763805721369;2,18765642135706e-07;7,53956828016799e-07;NA;"Fasn";"Fatty acid synthase (EC 2.3.1.85) (Type I Fatty Acid Synthase) [Includes: [Acyl-carrier-protein] S-acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] S-malonyltransferase (EC 2.3.1.39); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41); 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100); 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase (EC 1.3.1.39); Acyl-[acyl-carrier-protein] hydrolase (EC 3.1.2.14)]"
"1605";"FBF1_MOUSE|A2A870";"WtBvsALL";5,70380668771876;0,624812437680009;13,2763805721369;4,34614227211442e-07;1,33856972642362e-06;NA;"Fbf1";"Fas-binding factor 1 (FBF-1)"
"1606";"FBLL1_MOUSE|Q80WS3";"WtBvsALL";-1,88550567244974;0,173665707786631;14,2763805721369;2,75365250826763e-08;1,44141810309318e-07;NA;"Fbll1";"rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1 (EC 2.1.1.-) (Protein-glutamine methyltransferase)"
"1607";"FBLN2_MOUSE|P37889";"WtBvsALL";-3,84013397342354;0,754104227806132;14,2763805721369;0,000154360643956716;0,000220428559206222;NA;"Fbln2";"Fibulin-2 (FIBL-2)"
"1608";"FBLN3_MOUSE|Q8BPB5";"WtBvsALL";-3,79261714279267;0,466652698958633;14,2763805721369;9,96447812046314e-07;2,71119062443403e-06;NA;"Efemp1";"EGF-containing fibulin-like extracellular matrix protein 1 (Fibulin-3) (FIBL-3)"
"1609";"FBLN5_MOUSE|Q9WVH9";"WtBvsALL";-3,01359223876724;0,999287328057576;14,2763805721369;0,00909133219529452;0,0104629491539603;NA;"Fbln5";"Fibulin-5 (FIBL-5) (Developmental arteries and neural crest EGF-like protein) (Dance)"
"1610";"FBN1_MOUSE|Q61554";"WtBvsALL";-3,63247448213472;0,659181639929047;14,2763805721369;7,15342848392297e-05;0,00010926641887181;NA;"Fbn1";"Fibrillin-1 [Cleaved into: Asprosin]"
"1611";"FBN2_MOUSE|Q61555";"WtBvsALL";-4,28328860502203;0,542544410453145;14,2763805721369;1,40475520366507e-06;3,62627827308364e-06;NA;"Fbn2";"Fibrillin-2 [Cleaved into: Placensin]"
"1612";"FBP1L_MOUSE|Q8K012";"WtBvsALL";3,41883736094972;0,364126176271104;14,2763805721369;1,72340049868735e-07;6,17076828805156e-07;NA;"Fnbp1l";"Formin-binding protein 1-like (Transducer of Cdc42-dependent actin assembly protein 1) (Toca-1)"
"1613";"FBRL_MOUSE|P35550";"WtBvsALL";-2,15591079555308;0,200461041286181;14,2763805721369;3,1089841939849e-08;1,5802708870125e-07;NA;"Fbl";"rRNA 2'-O-methyltransferase fibrillarin (EC 2.1.1.-) (Histone-glutamine methyltransferase) (Nucleolar protein 1) (U6 snRNA 2'-O-methyltransferase fibrillarin)"
"1614";"FBX2_MOUSE|Q80UW2";"WtBvsALL";-1,38428613400007;0,389133449219991;14,2763805721369;0,00306906554498124;0,00368461668071367;NA;"Fbxo2";"F-box only protein 2"
"1615";"FBX22_MOUSE|Q78JE5";"WtBvsALL";-1,6598860809176;0,221015139930733;14,2763805721369;2,51599493235126e-06;5,94031657345858e-06;NA;"Fbxo22";"F-box only protein 22"
"1616";"FBX3_MOUSE|Q9DC63";"WtBvsALL";-1,34079366548722;0,190380378932732;14,2763805721369;5,24313651707563e-06;1,10693272194526e-05;NA;"Fbxo3";"F-box only protein 3"
"1617";"FBX38_MOUSE|Q8BMI0";"WtBvsALL";-0,672633697957004;0,243749422368888;14,2763805721369;0,0151352292840942;0,0171433763574068;NA;"Fbxo38";"F-box only protein 38 (Modulator of KLF7 activity) (MoKA)"
"1618";"FBX41_MOUSE|Q6NS60";"WtBvsALL";4,83953414727375;0,43998725064729;14,2763805721369;2,32992544615107e-08;1,27606681055077e-07;NA;"Fbxo41";"F-box only protein 41"
"1619";"FBX42_MOUSE|Q6PDJ6";"WtBvsALL";-0,137334338198537;0,226209796866864;14,2763805721369;0,55331148152293;0,566220598951864;NA;"Fbxo42";"F-box only protein 42"
"1620";"FBX6_MOUSE|Q9QZN4";"WtBvsALL";-3,09283913790966;0,306572369077279;14,2763805721369;7,01182532358171e-08;3,00051869187416e-07;NA;"Fbxo6";"F-box only protein 6 (F-box only protein 6b) (F-box protein that recognizes sugar chains 2) (F-box/G-domain protein 2)"
"1621";"FBXL4_MOUSE|Q8BH70";"WtBvsALL";-0,904318053498936;0,130667093042921;14,2763805721369;6,37980607498821e-06;1,30994565413802e-05;NA;"Fbxl4";"F-box/LRR-repeat protein 4 (F-box and leucine-rich repeat protein 4)"
"1622";"FCSD2_MOUSE|Q3USJ8";"WtBvsALL";1,53567512984057;0,305927137575983;14,2763805721369;0,000176806538307909;0,000249817180480601;NA;"Fchsd2";"F-BAR and double SH3 domains protein 2 (Protein nervous wreck 1) (NWK1) (SH3 multiple domains protein 3)"
"1623";"FEN1_MOUSE|P39749";"WtBvsALL";-2,92357774904937;0,172329209693923;14,2763805721369;7,3185866745556e-11;3,00073126179403e-09;NA;"Fen1";"Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (Flap structure-specific endonuclease 1)"
"1624";"FERM2_MOUSE|Q8CIB5";"WtBvsALL";-1,96546784684344;0,257540710898783;14,2763805721369;2,08895407800031e-06;5,07089615880991e-06;NA;"Fermt2";"Fermitin family homolog 2 (Kindlin-2) (Pleckstrin homology domain-containing family C member 1)"
"1625";"FETUA_MOUSE|P29699";"WtBvsALL";-3,98219322843592;0,432275048200955;14,2763805721369;2,1810521663831e-07;7,53683810251696e-07;NA;"Ahsg";"Alpha-2-HS-glycoprotein (Countertrypin) (Fetuin-A)"
"1626";"FGD1_MOUSE|P52734";"WtBvsALL";5,2430766853714;0,472147858755648;14,2763805721369;2,060567317634e-08;1,15847143780351e-07;NA;"Fgd1";"FYVE, RhoGEF and PH domain-containing protein 1 (Faciogenital dysplasia 1 protein homolog) (Rho/Rac guanine nucleotide exchange factor FGD1) (Rho/Rac GEF) (Zinc finger FYVE domain-containing protein 3)"
"1627";"FGD4_MOUSE|Q91ZT5";"WtBvsALL";3,65346051226483;0,369079834850877;14,2763805721369;8,90529021793236e-08;3,63370977093091e-07;NA;"Fgd4";"FYVE, RhoGEF and PH domain-containing protein 4 (Actin filament-binding protein frabin) (FGD1-related F-actin-binding protein)"
"1628";"FGF1_MOUSE|P61148";"WtBvsALL";-3,1107694408023;0,215564118273723;14,2763805721369;6,53824254959543e-10;1,0731154223336e-08;NA;"Fgf1";"Fibroblast growth factor 1 (FGF-1) (Acidic fibroblast growth factor) (aFGF) (Heparin-binding growth factor 1) (HBGF-1)"
"1629";"FGF12_MOUSE|P61329";"WtBvsALL";-1,53427130671977;0,2602275805148;14,2763805721369;3,59658286923544e-05;5,95296474907935e-05;NA;"Fgf12";"Fibroblast growth factor 12 (FGF-12) (Fibroblast growth factor homologous factor 1) (FHF-1) (Myocyte-activating factor)"
"1630";"FGOP2_MOUSE|Q9CRA9";"WtBvsALL";4,17130158026116;0,462528580231025;14,2763805721369;2,8331509910235e-07;9,28680311549441e-07;NA;"Fgfr1op2";"FGFR1 oncogene partner 2 homolog"
"1631";"FGOP2_MOUSE|Q9CRA9-2";"WtBvsALL";1,85017577678499;0,385035339041806;14,2763805721369;0,000265135038573783;0,000364202774369171;NA;"Fgfr1op2";"FGFR1 oncogene partner 2 homolog"
"1632";"FHL1_MOUSE|P97447";"WtBvsALL";4,27933549378226;0,405216058255039;14,2763805721369;3,92386384415693e-08;1,89958318164324e-07;NA;"Fhl1";"Four and a half LIM domains protein 1 (FHL-1) (KyoT) (RBP-associated molecule 14-1) (RAM14-1) (Skeletal muscle LIM-protein 1) (SLIM) (SLIM-1)"
"1633";"FIGL1_MOUSE|Q8BPY9";"WtBvsALL";-0,558567603464824;0,31229772929003;14,2763805721369;0,0949179535321671;0,101929621690938;NA;"Fignl1";"Fidgetin-like protein 1 (EC 3.6.4.-)"
"1634";"FINC_MOUSE|P11276";"WtBvsALL";-3,75556584265938;0,539078393918458;14,2763805721369;5,92451927114116e-06;1,23423692376059e-05;NA;"Fn1";"Fibronectin (FN) [Cleaved into: Anastellin]"
"1635";"FIP1_MOUSE|Q9D824";"WtBvsALL";2,18952944314245;0,303498208063755;14,2763805721369;3,9913273588692e-06;8,78748316829359e-06;NA;"Fip1l1";"Pre-mRNA 3'-end-processing factor FIP1 (FIP1-like 1 protein)"
"1636";"FIS1_MOUSE|Q9CQ92";"WtBvsALL";-1,99468755896315;0,449616592568773;14,2763805721369;0,000538811161016056;0,000703843693773991;NA;"Fis1";"Mitochondrial fission 1 protein (FIS1 homolog) (Tetratricopeptide repeat protein 11) (TPR repeat protein 11)"
"1637";"FKB15_MOUSE|Q6P9Q6";"WtBvsALL";1,15721418348305;0,180337262692365;14,2763805721369;1,46621478542469e-05;2,70980778359638e-05;NA;"Fkbp15";"FK506-binding protein 15 (FKBP-15) (133 kDa FK506-binding protein) (133 kDa FKBP) (FKBP-133) (WASP and FKBP-like) (WAFL)"
"1638";"FKB1A_MOUSE|P26883";"WtBvsALL";-3,17072679500124;0,192199680319176;14,2763805721369;1,07145675807223e-10;3,56311894449119e-09;NA;"Fkbp1a";"Peptidyl-prolyl cis-trans isomerase FKBP1A (PPIase FKBP1A) (EC 5.2.1.8) (12 kDa FK506-binding protein) (12 kDa FKBP) (FKBP-12) (Calstabin-1) (FK506-binding protein 1A) (FKBP-1A) (Immunophilin FKBP12) (Rotamase)"
"1639";"FKBP2_MOUSE|P45878";"WtBvsALL";-2,97302785098129;0,22031482641561;14,2763805721369;1,60222687199803e-09;1,91364561613285e-08;NA;"Fkbp2";"Peptidyl-prolyl cis-trans isomerase FKBP2 (PPIase FKBP2) (EC 5.2.1.8) (13 kDa FK506-binding protein) (13 kDa FKBP) (FKBP-13) (FK506-binding protein 2) (FKBP-2) (Immunophilin FKBP13) (Rotamase)"
"1640";"FKBP3_MOUSE|Q62446";"WtBvsALL";-1,80161742691551;0,189002966746665;14,2763805721369;1,42805864469114e-07;5,30362217823981e-07;NA;"Fkbp3";"Peptidyl-prolyl cis-trans isomerase FKBP3 (PPIase FKBP3) (EC 5.2.1.8) (25 kDa FK506-binding protein) (25 kDa FKBP) (FKBP-25) (FK506-binding protein 3) (FKBP-3) (Immunophilin FKBP25) (Rapamycin-selective 25 kDa immunophilin) (Rotamase)"
"1641";"FKBP4_MOUSE|P30416";"WtBvsALL";-1,77513351563132;0,281051042902934;14,2763805721369;1,73931754054639e-05;3,15158391962251e-05;NA;"Fkbp4";"Peptidyl-prolyl cis-trans isomerase FKBP4 (PPIase FKBP4) (EC 5.2.1.8) (52 kDa FK506-binding protein) (52 kDa FKBP) (FKBP-52) (59 kDa immunophilin) (p59) (FK506-binding protein 4) (FKBP-4) (FKBP59) (HSP-binding immunophilin) (HBI) (Immunophilin FKBP52) (Rotamase) [Cleaved into: Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed]"
"1642";"FKBP5_MOUSE|Q64378";"WtBvsALL";-0,651678921876735;0,146804698659611;14,2763805721369;0,000536024827624823;0,000700637035805326;NA;"Fkbp5";"Peptidyl-prolyl cis-trans isomerase FKBP5 (PPIase FKBP5) (EC 5.2.1.8) (51 kDa FK506-binding protein) (51 kDa FKBP) (FKBP-51) (FK506-binding protein 5) (FKBP-5) (Rotamase)"
"1643";"FKBP8_MOUSE|O35465";"WtBvsALL";0,0275844998737224;0,167825675640089;14,2763805721369;0,871749040985139;0,87796102940071;NA;"Fkbp8";"Peptidyl-prolyl cis-trans isomerase FKBP8 (PPIase FKBP8) (EC 5.2.1.8) (38 kDa FK506-binding protein) (38 kDa FKBP) (FKBP-38) (mFKBP38) (FK506-binding protein 8) (FKBP-8) (FKBPR38) (Rotamase)"
"1644";"FLII_MOUSE|Q9JJ28";"WtBvsALL";-1,24780161547381;0,131580886356686;14,2763805721369;1,52279824260683e-07;5,59422199161268e-07;NA;"Flii";"Protein flightless-1 homolog"
"1645";"FLNA_MOUSE|Q8BTM8";"WtBvsALL";-3,09021005274906;0,536646488837005;14,2763805721369;4,58618219244786e-05;7,3745051246575e-05;NA;"Flna";"Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin)"
"1646";"FLNB_MOUSE|Q80X90";"WtBvsALL";-2,77545512025396;0,154059343965221;14,2763805721369;3,2178406277959e-11;2,34825550257339e-09;NA;"Flnb";"Filamin-B (FLN-B) (ABP-280-like protein) (Actin-binding-like protein) (Beta-filamin)"
"1647";"FLNC_MOUSE|Q8VHX6";"WtBvsALL";-3,47861527347057;0,184474711314974;14,2763805721369;1,71900362841345e-11;2,23606099175975e-09;NA;"Flnc";"Filamin-C (FLN-C) (ABP-280-like protein) (ABP-L) (Actin-binding-like protein) (Filamin-2) (Gamma-filamin)"
"1648";"FLOT1_MOUSE|O08917";"WtBvsALL";-1,00193275886566;0,264451517003789;14,2763805721369;0,00193211088887997;0,00236824384548814;NA;"Flot1";"Flotillin-1"
"1649";"FLOT2_MOUSE|Q60634";"WtBvsALL";-0,284008400978095;0,215469683019175;14,2763805721369;0,208231920874896;0,219400292692374;NA;"Flot2";"Flotillin-2 (Epidermal surface antigen) (ESA) (Membrane component chromosome 17 surface marker 1 homolog)"
"1650";"FLRT2_MOUSE|Q8BLU0";"WtBvsALL";0,0479688796717583;0,188729785003589;14,2763805721369;0,802990825470581;0,811765809655139;NA;"Flrt2";"Leucine-rich repeat transmembrane protein FLRT2 (Fibronectin leucine rich transmembrane protein 2)"
"1651";"FMN1_MOUSE|Q05860";"WtBvsALL";1,77298237330996;0,343863164642774;14,2763805721369;0,000137080764825676;0,000197750760258871;NA;"Fmn1";"Formin-1 (Limb deformity protein)"
"1652";"FMN2_MOUSE|Q9JL04";"WtBvsALL";3,57877659061569;0,285116804912936;14,2763805721369;4,17668754654604e-09;3,4780664872056e-08;NA;"Fmn2";"Formin-2"
"1653";"FMNL1_MOUSE|Q9JL26";"WtBvsALL";-0,450717714068375;0,132064436027513;14,2763805721369;0,00410089392795712;0,00486939283674348;NA;"Fmnl1";"Formin-like protein 1 (Formin-related protein)"
"1654";"FMNL2_MOUSE|A2APV2";"WtBvsALL";-1,5005567191968;0,25717755076998;14,2763805721369;4,00598277301561e-05;6,54962736153708e-05;NA;"Fmnl2";"Formin-like protein 2 (Protein Man)"
"1655";"FMR1_MOUSE|P35922";"WtBvsALL";-1,21992749472702;0,185065741354028;14,2763805721369;1,09403098746761e-05;2,0926427309155e-05;NA;"Fmr1";"Synaptic functional regulator FMR1 (Fragile X mental retardation protein 1 homolog) (FMRP) (Protein FMR-1) (mFmr1p)"
"1656";"FN3K_MOUSE|Q9ER35";"WtBvsALL";-1,91312631155429;0,213889959872907;14,2763805721369;3,13440348269103e-07;1,01173939901494e-06;NA;"Fn3k";"Fructosamine-3-kinase (EC 2.7.1.171) (Protein-psicosamine 3-kinase FN3K) (Protein-ribulosamine 3-kinase FN3K) (EC 2.7.1.172)"
"1657";"FNBP1_MOUSE|Q80TY0";"WtBvsALL";3,36508168473858;0,333010134679644;14,2763805721369;6,8677753858291e-08;2,95677532168133e-07;NA;"Fnbp1";"Formin-binding protein 1 (Formin-binding protein 17)"
"1658";"FOXJ3_MOUSE|Q8BUR3";"WtBvsALL";0,481832938104776;0,425549840138928;14,2763805721369;0,276184892929373;0,288607257183128;NA;"Foxj3";"Forkhead box protein J3"
"1659";"FOXK1_MOUSE|P42128";"WtBvsALL";2,91818800550737;0,429239356900825;14,2763805721369;7,78271655672119e-06;1,5583810248169e-05;NA;"Foxk1";"Forkhead box protein K1 (Myocyte nuclear factor) (MNF)"
"1660";"FOXO3_MOUSE|Q9WVH4";"WtBvsALL";2,48408413466419;0,386066795420334;14,2763805721369;1,42387045201212e-05;2,6411421289966e-05;NA;"Foxo3";"Forkhead box protein O3"
"1661";"FPPS_MOUSE|Q920E5";"WtBvsALL";-0,976410703546869;0,313800720807325;14,2763805721369;0,00750530859012436;0,0087105406264947;NA;"Fdps";"Farnesyl pyrophosphate synthase (FPP synthase) (FPS) (EC 2.5.1.10) ((2E,6E)-farnesyl diphosphate synthase) (Cholesterol-regulated 39 kDa protein) (CR 39) (Dimethylallyltranstransferase) (EC 2.5.1.1) (Farnesyl diphosphate synthase) (Geranyltranstransferase)"
"1662";"FRIH_MOUSE|P09528";"WtBvsALL";-1,69200571718435;0,314473612724362;14,2763805721369;9,06493203540446e-05;0,000135693951739152;NA;"Fth1";"Ferritin heavy chain (Ferritin H subunit) (EC 1.16.3.1) [Cleaved into: Ferritin heavy chain, N-terminally processed]"
"1663";"FRM4A_MOUSE|Q8BIE6";"WtBvsALL";0,38605492927506;0,144884923278828;14,2763805721369;0,0182541968516713;0,0205208470131029;NA;"Frmd4a";"FERM domain-containing protein 4A"
"1664";"FRPD4_MOUSE|A2AFR3";"WtBvsALL";2,35562980173426;0,312310764670296;14,2763805721369;2,39406635732662e-06;5,71150638885301e-06;NA;"Frmpd4";"FERM and PDZ domain-containing protein 4 (PDZ domain-containing protein 10) (PSD-95-interacting regulator of spine morphogenesis) (Preso)"
"1665";"FRS1L_MOUSE|B1AXV0";"WtBvsALL";-2,19356291179581;0,313465698125162;14,2763805721369;5,63499946842963e-06;1,18181687120239e-05;NA;"Frrs1l";"DOMON domain-containing protein FRRS1L (Ferric-chelate reductase 1-like protein)"
